Date,BND,TIP,VTI,VXUS
2011-01-01,52.16362762451172,73.50090789794922,50.94265365600586,31.673110961914062
2011-02-01,52.170108795166016,73.91786193847656,52.82630157470703,32.4096794128418
2011-03-01,52.10176467895508,74.72211456298828,52.82630157470703,32.327144622802734
2011-04-01,52.85330581665039,76.284423828125,54.58380126953125,34.003517150878906
2011-05-01,53.48222351074219,76.48634338378906,54.004730224609375,32.98118209838867
2011-06-01,53.28199768066406,76.74464416503906,52.80807876586914,32.58113479614258
2011-07-01,54.15262222290039,79.94976043701172,51.83108901977539,32.009647369384766
2011-08-01,55.050296783447266,80.6048355102539,48.67549133300781,29.304601669311523
2011-09-01,55.423675537109375,81.00293731689453,44.7523078918457,25.596294403076172
2011-10-01,55.4859504699707,82.56219482421875,50.10296630859375,28.218780517578125
2011-11-01,55.455142974853516,82.86473846435547,49.9159049987793,27.621896743774414
2011-12-01,55.71475601196289,83.08606719970703,50.11856460571289,25.970930099487305
2012-01-01,56.60782241821289,85.16297149658203,52.95911407470703,28.765380859375
2012-02-01,56.49333190917969,84.670654296875,55.193138122558594,30.07586669921875
2012-03-01,56.21229934692383,83.94293212890625,56.64333724975586,29.912065505981445
2012-04-01,56.77619171142578,85.20574951171875,56.52417755126953,29.289575576782227
2012-05-01,57.365562438964844,86.7933349609375,53.005184173583984,26.118179321289062
2012-06-01,57.40723419189453,85.94795989990234,54.870941162109375,27.677675247192383
2012-07-01,58.11343765258789,87.77912139892578,55.63197708129883,27.76285171508789
2012-08-01,58.2083625793457,87.82201385498047,57.13533401489258,28.483623504638672
2012-09-01,58.31583023071289,88.2715072631836,58.27473449707031,28.968515396118164
2012-10-01,58.2635612487793,88.82247924804688,57.50128936767578,29.6943359375
2012-11-01,58.417293548583984,89.10523223876953,57.946537017822266,30.30728530883789
2012-12-01,57.79145812988281,88.22807312011719,58.26457977294922,31.35993766784668
2013-01-01,57.50558853149414,88.12445068359375,61.875587463378906,32.55149459838867
2013-02-01,57.69853591918945,88.292236328125,62.66856384277344,32.18006896972656
2013-03-01,57.751399993896484,88.4819564819336,64.84721374511719,32.396183013916016
2013-04-01,58.232749938964844,89.12401580810547,66.1890640258789,33.61869812011719
2013-05-01,57.21072006225586,85.2257080078125,67.80635833740234,32.50823211669922
2013-06-01,56.26367950439453,81.98831176757812,66.51893615722656,30.930561065673828
2013-07-01,56.47412109375,82.82569122314453,70.67216491699219,32.78771209716797
2013-08-01,55.99028015136719,81.37090301513672,68.52986145019531,32.14965057373047
2013-09-01,56.60921096801758,82.7742919921875,70.85807800292969,34.406856536865234
2013-10-01,57.09493637084961,83.1015396118164,74.23865509033203,35.831451416015625
2013-11-01,56.92135238647461,82.17179870605469,76.24507904052734,35.879695892333984
2013-12-01,56.39308547973633,80.99742889404297,77.91846466064453,36.10023880004883
2014-01-01,57.56303024291992,82.76671600341797,75.84675598144531,34.458221435546875
2014-02-01,57.711708068847656,83.12810516357422,79.537841796875,36.38454055786133
2014-03-01,57.61339569091797,82.6855697631836,79.59502410888672,36.30108642578125
2014-04-01,58.06237030029297,83.7772216796875,79.9921646118164,37.02619934082031
2014-05-01,58.683231353759766,85.25980377197266,81.67355346679688,37.740665435791016
2014-06-01,58.73289108276367,85.28385925292969,83.4697494506836,38.027862548828125
2014-07-01,58.574485778808594,85.4353256225586,82.14254760742188,37.78489685058594
2014-08-01,59.24247360229492,85.94436645507812,85.55213165283203,38.22400665283203
2014-09-01,58.900028228759766,83.83271026611328,83.37789916992188,36.12051773071289
2014-10-01,59.337772369384766,84.7308578491211,86.058349609375,36.282588958740234
2014-11-01,59.82278060913086,84.8657455444336,88.19286346435547,36.09748840332031
2014-12-01,59.586978912353516,83.92911529541016,87.69645690917969,34.41720199584961
2015-01-01,61.42463684082031,86.68750762939453,85.7471694946289,34.79386520385742
2015-02-01,60.49980545043945,85.57040405273438,90.67076110839844,36.80382537841797
2015-03-01,60.83360290527344,85.15811157226562,89.19867706298828,36.14340591430664
2015-04-01,60.616127014160156,85.7353744506836,90.16787719726562,37.9969596862793
2015-05-01,60.337642669677734,84.87324523925781,91.33769226074219,37.651336669921875
2015-06-01,59.660621643066406,84.00360107421875,89.42418670654297,36.24003601074219
2015-07-01,60.185752868652344,84.45340728759766,91.33517456054688,36.41910171508789
2015-08-01,60.03401565551758,83.65120697021484,85.77149963378906,33.71223831176758
2015-09-01,60.52022171020508,82.9839859008789,82.84278869628906,32.2496452331543
2015-10-01,60.541709899902344,83.41666412353516,89.85166931152344,34.4400634765625
2015-11-01,60.29972839355469,83.34307861328125,90.3915023803711,33.98661804199219
2015-12-01,60.02320098876953,82.5005874633789,87.97083282470703,32.9919548034668
2016-01-01,61.042579650878906,83.79438018798828,83.40803527832031,31.436674118041992
2016-02-01,61.43095016479492,84.81739807128906,83.39958190917969,30.66273307800293
2016-03-01,61.98115921020508,86.23151397705078,88.91316223144531,33.10985565185547
2016-04-01,62.22578048706055,86.41202545166016,89.91720581054688,33.933746337890625
2016-05-01,62.228275299072266,85.85540008544922,91.47675323486328,33.600990295410156
2016-06-01,63.481040954589844,87.75848388671875,91.32337188720703,32.89110565185547
2016-07-01,63.86747360229492,87.95919036865234,95.37335968017578,34.798763275146484
2016-08-01,63.66682815551758,87.69696807861328,95.57020568847656,34.955970764160156
2016-09-01,63.738197326660156,88.38558197021484,95.29631805419922,35.33771896362305
2016-10-01,63.143009185791016,88.22541046142578,93.66175842285156,34.86583709716797
2016-11-01,61.514949798583984,86.39783477783203,97.86791229248047,34.16566467285156
2016-12-01,61.55951690673828,86.177001953125,99.19255065917969,34.54210662841797
2017-01-01,61.9538688659668,87.13349914550781,101.66442108154297,36.25753402709961
2017-02-01,62.20647048950195,87.49217224121094,105.42081451416016,36.74348831176758
2017-03-01,62.190128326416016,87.49217224121094,105.00536346435547,37.72300338745117
2017-04-01,62.67245101928711,87.76688385009766,106.60061645507812,38.62183380126953
2017-05-01,63.123023986816406,87.63352966308594,107.67869567871094,39.76447296142578
2017-06-01,63.15299987792969,86.89289093017578,108.20034790039062,39.58927917480469
2017-07-01,63.4095344543457,87.26541137695312,110.74256896972656,41.362937927246094
2017-08-01,64.08489227294922,88.22960662841797,110.90850830078125,41.58623123168945
2017-09-01,63.91661071777344,87.59627532958984,113.12701416015625,42.1406135559082
2017-10-01,63.903194427490234,87.94779968261719,116.07970428466797,43.22832107543945
2017-11-01,63.830867767333984,87.89221954345703,119.59724426269531,43.499271392822266
2017-12-01,64.01329040527344,88.37077331542969,120.3955078125,43.9792366027832
2018-01-01,63.51593780517578,88.12892150878906,127.31500244140625,46.94257736206055
2018-02-01,62.71963882446289,87.20175170898438,122.52845001220703,44.48054122924805
2018-03-01,63.157989501953125,88.09849548339844,119.63716125488281,44.19916915893555
2018-04-01,62.59245300292969,87.75566864013672,120.6629409790039,44.5165901184082
2018-05-01,63.03523254394531,87.8813247680664,123.94656372070312,43.78784942626953
2018-06-01,63.00248336791992,88.57856750488281,124.29174041748047,42.39301300048828
2018-07-01,63.12874221801758,88.03318786621094,128.96058654785156,43.950862884521484
2018-08-01,63.5457649230957,88.56816864013672,133.38693237304688,42.89724349975586
2018-09-01,63.19869613647461,87.77395629882812,133.01364135742188,42.77842712402344
2018-10-01,62.65658950805664,86.65998840332031,123.74434661865234,39.31113052368164
2018-11-01,63.044677734375,87.08184814453125,126.23603057861328,39.971893310546875
2018-12-01,64.067626953125,87.34617614746094,113.98306274414062,37.5915641784668
2019-01-01,65.10212707519531,88.86597442626953,124.44413757324219,40.90791320800781
2019-02-01,64.88262939453125,88.71395111083984,128.87286376953125,41.57576370239258
2019-03-01,66.15167236328125,90.4661636352539,129.9957733154297,41.760833740234375
2019-04-01,66.1248550415039,90.66617584228516,135.82861328125,43.05811309814453
2019-05-01,67.33622741699219,92.226318359375,127.06781768798828,40.72520065307617
2019-06-01,68.17998504638672,92.43092346191406,135.55767822265625,42.58183670043945
2019-07-01,68.28280639648438,92.74493408203125,137.9836883544922,42.217655181884766
2019-08-01,70.17432403564453,95.18893432617188,135.10997009277344,41.30308151245117
2019-09-01,69.78410339355469,94.30958557128906,136.88677978515625,42.18498611450195
2019-10-01,70.0048828125,94.17027282714844,140.4099578857422,43.88187026977539
2019-11-01,69.97346496582031,94.58932495117188,145.72836303710938,44.31715774536133
2019-12-01,69.76922607421875,94.76006317138672,149.00686645507812,45.737998962402344
2020-01-01,71.4617919921875,96.96144104003906,149.72325134277344,44.6876106262207
2020-02-01,72.49793243408203,97.75139617919922,137.74684143066406,41.73888397216797
2020-03-01,71.47265625,96.13558959960938,118.03341674804688,34.85300827026367
2020-04-01,73.4278564453125,98.89930725097656,134.1982879638672,37.608680725097656
2020-05-01,73.93650817871094,99.44725799560547,141.4400634765625,39.49119567871094
2020-06-01,74.43771362304688,100.67430114746094,144.03492736816406,40.957218170166016
2020-07-01,75.5266342163086,103.01520538330078,153.00064086914062,42.87510299682617
2020-08-01,74.8196029663086,103.93192291259766,163.8711395263672,44.77565002441406
2020-09-01,74.74945068359375,103.53905487060547,157.42831420898438,43.678863525390625
2020-10-01,74.33574676513672,102.49954986572266,154.99256896972656,42.94646072387695
2020-11-01,75.2360610961914,103.81578826904297,173.28652954101562,48.364261627197266
2020-12-01,75.1104736328125,105.09272003173828,180.65611267089844,50.68979263305664
2021-01-01,74.8304443359375,105.50271606445312,180.78424072265625,51.31847381591797
2021-02-01,73.55519104003906,103.7221908569336,186.4596405029297,52.501224517822266
2021-03-01,72.62647247314453,103.45018768310547,192.6196746826172,53.35214614868164
2021-04-01,73.19929504394531,104.67839813232422,202.99525451660156,54.967079162597656
2021-05-01,73.36556243896484,105.57373809814453,203.92091369628906,56.656005859375
2021-06-01,74.02136993408203,106.20272827148438,208.34359741210938,56.02479553222656
2021-07-01,74.88885498046875,108.91542053222656,212.6118621826172,55.83263397216797
2021-08-01,74.74478912353516,108.79764556884766,218.68943786621094,56.64939880371094
2021-09-01,73.98762512207031,107.84422302246094,208.26937866210938,54.38823318481445
2021-10-01,74.04261016845703,109.42850494384766,222.89854431152344,56.2603874206543
2021-11-01,74.1901626586914,110.64480590820312,219.6431427001953,53.86577224731445
2021-12-01,73.72396850585938,110.35688781738281,227.16062927246094,54.955020904541016
2022-01-01,72.54656982421875,108.90673065185547,214.16024780273438,54.21034240722656
2022-02-01,71.60262298583984,109.4575424194336,208.83480834960938,52.665733337402344
2022-03-01,69.6373291015625,107.58451080322266,214.97227478027344,52.42877960205078
2022-04-01,66.80960083007812,104.7503662109375,195.9510040283203,49.10545349121094
2022-05-01,67.40703582763672,103.57093811035156,195.45843505859375,49.85267639160156
2022-06-01,66.28143310546875,99.96540832519531,178.65560913085938,45.36936569213867
2022-07-01,67.8567886352539,104.962890625,196.13514709472656,47.56679916381836
2022-08-01,65.95781707763672,101.63179779052734,188.82228088378906,45.43255615234375
2022-09-01,63.1923942565918,94.5154800415039,170.66848754882812,40.7016716003418
2022-10-01,62.45478057861328,97.08357238769531,185.2978057861328,42.32719802856445
2022-11-01,64.7358627319336,98.86297607421875,194.87637329101562,47.84501647949219
2022-12-01,64.06578063964844,97.12919616699219,182.58560180664062,46.25316619873047
2023-01-01,66.49549865722656,99.58626556396484,196.17095947265625,50.88335037231445
2023-02-01,64.5692138671875,98.2388916015625,191.45933532714844,48.710792541503906
2023-03-01,66.3033447265625,101.05279541015625,195.85430908203125,49.978118896484375
2023-04-01,66.67953491210938,100.98860931396484,198.76194763183594,51.03757858276367
2023-05-01,65.90679168701172,99.37992095947266,199.60980224609375,49.250125885009766
2023-06-01,65.750732421875,99.26860046386719,212.23114013671875,50.88332748413086
2023-07-01,65.67467498779297,99.13076782226562,220.8457794189453,53.434425354003906
2023-08-01,65.23219299316406,98.5841293334961,216.5806884765625,51.08646774291992
2023-09-01,63.61066818237305,96.59921264648438,205.42958068847656,49.08702850341797
2023-10-01,62.64229965209961,96.0347900390625,200.7272491455078,47.6888313293457
2023-11-01,65.47332763671875,98.4297866821289,219.6264190673828,51.61679458618164
2023-12-01,67.6168212890625,101.02618408203125,230.26510620117188,53.442466735839844
2024-01-01,67.89156341552734,101.61183166503906,233.8365020751953,53.31916809082031
2024-02-01,66.7728271484375,100.54719543457031,246.226806640625,54.8727912902832
2024-03-01,67.34634399414062,101.19728088378906,253.3626708984375,56.43577575683594
2024-04-01,65.71275329589844,99.426025390625,243.20838928222656,55.33247756958008
2024-05-01,66.8133773803711,100.58921813964844,254.7813262939453,57.558929443359375
2024-06-01,67.39988708496094,101.33006286621094,261.69769287109375,56.647674560546875
2024-07-01,68.98587036132812,103.36286163330078,267.5934753417969,58.597679138183594
2024-08-01,69.98873901367188,104.44960021972656,273.29742431640625,60.00864791870117
2024-09-01,70.91069793701172,106.15441131591797,277.9901123046875,61.30597686767578
2024-10-01,69.1761245727539,104.10746765136719,276.7502136230469,58.820037841796875
2024-11-01,69.90264129638672,104.65560150146484,295.2933654785156,58.68689727783203
2024-12-01,68.51136779785156,102.6133041381836,285.3964538574219,56.04308319091797
2025-01-01,69.3550033569336,104.35657501220703,294.99908447265625,58.925743103027344
2025-02-01,70.62053680419922,106.6077651977539,289.4270935058594,60.01874923706055
2025-03-01,70.6487045288086,107.3323974609375,271.5256042480469,60.06711196899414
2025-04-01,70.9076156616211,106.78168487548828,270.4775390625,61.95450973510742
2025-05-01,70.43350982666016,106.27153778076172,287.3910827636719,64.94261169433594
2025-06-01,71.4954605102539,107.52130126953125,301.3204345703125,67.02845001220703
2025-07-01,71.31311798095703,107.42811584472656,309.1512451171875,66.90677642822266
2025-08-01,72.12786102294922,109.27481842041016,316.4203796386719,69.74056243896484
2025-09-01,72.92604064941406,109.5877685546875,326.3346252441406,71.78284454345703
2025-10-01,73.37357330322266,110.15862274169922,334.4712829589844,73.28395080566406
2025-11-01,73.80552673339844,110.23619079589844,335.3587646484375,73.58836364746094
2025-12-01,73.34474182128906,109.25272369384766,334.3216857910156,74.079345703125
